ID,Is_Lead
DJGEFF2K,0.0388
4O4SEW6L,0.0157
GGDD6WNP,0.0203
EZ4PJQUN,0.1063
QRT4MCSU,0.0395
QV3UDBKK,0.725
YNG8HJKD,0.1403
JXXBNH7P,0.8812
BKZNQRWU,0.0155
Y7USHXNO,0.0209
M4E853RO,0.0345
9KBWHYSL,0.1114
GRZCRMAE,0.1181
L5GWJAXE,0.0214
E3ZZYKZ8,0.6801
CHHXJFNH,0.0208
GETLRQKF,0.0221
VKQ532HZ,0.0203
MQGUVJA7,0.0356
7EEKNZBJ,0.2438
4GJMYYSS,0.0334
ELY4J2CN,0.0173
UHT2NOWQ,0.0216
FK8MYQCR,0.0433
TGBXYVEL,0.0375
9QL2MVFR,0.1331
7LFMQ6JW,0.0231
H5I5G5SB,0.1575
GP9BEQRX,0.627
8K2E3QSI,0.0289
O4CBCHND,0.0206
HAQYYZC2,0.2672
M2FYVQAY,0.2863
PDQJSUJZ,0.0323
XIVM4ZR7,0.0218
ABQZLOTN,0.0263
ODD2BH5X,0.0228
APYFXGQS,0.0202
BIGCMSS5,0.0391
EQKZ8JPT,0.0357
QW3Q2427,0.2127
LHL6RKUJ,0.1315
BFECGOM6,0.031
DNM7SRKG,0.0266
AN5V4XT4,0.0506
CG4WLN6W,0.019
HH422NCT,0.7108
IJSQV53D,0.0258
GSNPABE2,0.9458
LGVANZZ7,0.704
FYSX7YPZ,0.2485
IQE3GNVB,0.0369
276TNFK8,0.0247
WVGGZ8FA,0.0219
XSF6XEY9,0.0456
VEHOXN2B,0.0218
TMVVCSJD,0.0187
TG4OKSAQ,0.0238
RTRQ5Y4S,0.0233
9G3NB4QW,0.1461
6WHLVMU5,0.6966
DRSCHPCU,0.3019
6HVF53XW,0.67
RTSEBILK,0.0399
HN3FJWPM,0.025
KNR3X86O,0.0172
LTWMQBST,0.0341
PC5VQJOH,0.1198
HQLBYYYX,0.0355
L4ZJQS7W,0.1018
FCPJIP8S,0.1654
A4T2EMAS,0.0324
RFQI32CQ,0.1304
FL9TNVPU,0.0212
O6NAJZDF,0.0323
EH5JPZKG,0.0308
F9QMBYMD,0.7048
JEVTJC8H,0.0221
YMQYAOQE,0.035
KAUKHAMV,0.2357
4M7EMXRE,0.0153
NHS6TS55,0.1363
3QSZZXHB,0.1012
3QD8WWGN,0.0232
QPDJ3G4D,0.0223
DHUERCQC,0.0317
FP2ZQMHY,0.0249
JC73GAPN,0.0224
CQYO6EZP,0.7649
FJBAWASN,0.0381
AK4U32Z3,0.0208
D7QGFFSJ,0.0208
YVANKJTK,0.1224
FNNC3LDA,0.0236
VJAA2CVX,0.0337
MUGPUPWQ,0.0306
AVGZ4EE3,0.6261
92WBR3HK,0.0342
IDGM2M6S,0.0811
6X8QKD6O,0.1905
6JKA3JHG,0.0227
KGSRKDXU,0.0273
WBDYVEJT,0.0188
FLCHW5JI,0.021
SUWCJPXJ,0.0199
AP6OTP3A,0.3199
D3WPGPDB,0.428
4JJUUQ7Y,0.1387
N5YBMTWE,0.022
IBDGUFUN,0.1459
ZIPJJNH9,0.0364
B9QKHEEF,0.0315
7S6MARXQ,0.0348
Y9SBDNXR,0.0148
AJSPZ4UE,0.7106
JCVZDBEU,0.0348
KZUEMCVJ,0.0304
OVZSDT25,0.1336
UUMCWDXV,0.0382
NG8PZLJD,0.1204
2F8EMMRD,0.0212
UEYHMBHS,0.0346
AEPWBGLN,0.0377
EQQ9EAXJ,0.0201
DCHZRF5R,0.0408
8DNAVFF4,0.1371
NKGJPRGU,0.1217
4DLQXPWS,0.0258
52SCQSKH,0.7622
ZYYY4UQ6,0.0204
9BZNNWBX,0.7246
IMUOWN8F,0.0375
4XGWGC2W,0.0153
EFP8Q6BA,0.021
CP65C7EY,0.0473
GHNRMLAD,0.0143
C4YTBM5Q,0.0186
3XORAPQQ,0.0363
K3ZRK9OS,0.0146
CCZEPMQG,0.6597
GNXU4MEZ,0.7172
PT7Y44XI,0.0204
BSHAOSWV,0.0387
HHGHA6DX,0.0207
QYJHJE5F,0.0207
OJ8T68UX,0.2515
8KNBFWVJ,0.1141
PWPTC8EE,0.0225
ID5SAAFY,0.7
N2WUKEP7,0.0218
FHRAM8FY,0.2953
JPCONS8E,0.0345
EHJQVRUT,0.0146
E5NQAL2P,0.1064
ZEMMW9YK,0.6384
GFRZNSUV,0.0225
JU7YPFB6,0.6447
HST5WJCT,0.1412
HLQ5IOZO,0.1162
JGU5FUBT,0.0148
PVOJTGT5,0.0219
4SRHXOFX,0.7424
CYIABLAT,0.1484
GWFAG3ZQ,0.0227
6NKGXW3O,0.0221
LV93L3NQ,0.9392
AFGYG4EA,0.2771
NWB7KWZ8,0.6968
DBRKTRXZ,0.0318
LRL8HGQF,0.0205
YQH2VE7K,0.3053
YACVH4TH,0.0217
6PX8R2WA,0.0219
MBIY4BJ2,0.2326
G3QSHKFS,0.242
FH4HABQG,0.7403
87KPRFDR,0.3478
TOGT5LHU,0.0212
KYPTRK3F,0.0244
ETPMNGVJ,0.0221
2XSZXQAY,0.7448
AWQAQMG5,0.0376
BZTV7CLT,0.0242
RESVO3XI,0.0337
ASBRTL6H,0.1423
JUYZJKED,0.0259
U5D3YUI3,0.0479
R6MHRZSM,0.0361
EZ37DG7C,0.0209
4WBCF45S,0.0148
VHS7AXAV,0.0208
87AWB3MF,0.0337
Y27JGKCF,0.721
GUFEFFGT,0.0432
Q5HFZNGM,0.1513
HJBFRKNZ,0.0214
EXS5ICDP,0.0375
48YIHT3H,0.0336
Z4TNLZZ2,0.1501
CFBGFMQJ,0.037
AZH7JEJR,0.1244
6WA72OW6,0.0316
W6ETAL2D,0.0207
7H9RMHKE,0.0313
4AKFP7FZ,0.2055
2JVYXFBE,0.0258
FNSWCT3A,0.0221
ODFAYHYN,0.1353
9MCKFPYZ,0.0216
IPEKD2HK,0.0197
7Q4SPG7I,0.0345
MSWTGGDF,0.2132
FSSE5U3H,0.0328
7UERGGPA,0.021
DGKFAHTQ,0.0242
C4Y5ADMH,0.0226
IT88Y7JZ,0.1253
9QFBEMR4,0.3233
3DXBMZUE,0.0387
ISYNVMTI,0.033
IKFMQYFO,0.0363
3LKNTA54,0.0269
RLUWR4FZ,0.1397
K4MRGVMG,0.0215
BRM2LTTF,0.1237
KZSXSCIU,0.0314
M9U83YVH,0.0212
IEPVJPJM,0.1396
X4AJTAZA,0.0333
BYUAJC7X,0.0202
E8KAZNNN,0.0334
BMCJSIIE,0.043
JIFKMNS9,0.0212
KJ3SK9UT,0.0158
FJ5XS8OM,0.1396
MVBE3DKN,0.022
35IXUNFA,0.0338
ZP9QAEAN,0.0347
YLX2P3HO,0.1639
JLTGFQLR,0.7938
TX8GTUQK,0.0247
CYMHK5GX,0.3491
G2KOGZ39,0.0215
CXQF548S,0.0263
J4ZOM4KV,0.0608
JBEHQL8S,0.6484
VJMJIMNT,0.0283
CUA7FVL4,0.0384
ZYS3BQBD,0.1
EGHQCE6Y,0.0334
JAZAKC74,0.0341
NRINCKCF,0.0421
BOMF5WPX,0.0389
DM3SL2GC,0.027
AUXQFSWW,0.7552
UZBGQVWZ,0.6286
DCRZXM7S,0.0217
J9N6PJLA,0.0215
JSWVB9GB,0.1069
M2O6JTA7,0.6849
NSNDCLUF,0.0208
FYFZKWG9,0.6834
EKXTPN4J,0.0411
9QUTUE7U,0.2482
7839ZYH7,0.127
JJOGW2AL,0.0321
GZTIYENE,0.0214
JLZRRFTJ,0.7278
RGZF5DUG,0.0323
VSFHZ5VT,0.7883
RT2Q5XGO,0.0211
KZCFHJCZ,0.0495
V8C3ATDF,0.1304
HZKDLNWH,0.0219
RSYGZWAW,0.7968
6UWERGT2,0.0378
NBCSMJPC,0.1121
TQCTAPAN,0.2711
GZTBWBEC,0.6938
AZDYVW2G,0.1197
ULVZFUTM,0.1626
ZCTMC2ZW,0.0218
8RNPXHDD,0.13
C8COFMUA,0.0322
PZIPPRWY,0.0347
4BLWHMLY,0.737
KUAWVNAT,0.0374
UNQQNBOA,0.0253
J3PPDPH6,0.0332
THHFU9XZ,0.0274
9VBQV3YY,0.0159
SFXS7RQA,0.0419
ZRR5NRV2,0.1582
JZEDD9QP,0.0223
KHDCGXOZ,0.0209
LZVZ8J3N,0.9549
2HTTKALD,0.3145
J4ZEK54G,0.0222
ANW3BRWL,0.0482
7H2TDFMK,0.1388
MEKRVAPM,0.9419
G4ISGYTZ,0.0237
NAKEXMTQ,0.3959
GVCUBBEU,0.0193
LBKMSPFZ,0.118
KCDEXT5V,0.0219
KKG9YQXG,0.039
JCD6A9F9,0.7424
YBPAFSDU,0.2118
BTY3BFUG,0.0164
FWXNVQET,0.0149
REESYSJU,0.0248
DALPPZV5,0.7002
ETQARRWB,0.024
AAFCVURU,0.033
4UKDQDRW,0.0222
DJKSX6RW,0.0204
8DFVKV9A,0.0201
GSYYELNQ,0.0922
JSSRKW6X,0.2434
BZG9TV3Z,0.0379
96FNEKBD,0.0342
HPVIJZGN,0.7477
BKGY7KC9,0.0444
M7HDMFJZ,0.722
75MSHRXR,0.9509
2VAYFBUP,0.0324
FBZWAS6T,0.02
JK2WF5R9,0.1118
KMYPBRI8,0.0383
CH45N4SJ,0.1306
TR5RMCRQ,0.0345
JY5W33KZ,0.2308
KXV4MYCO,0.1293
3H9KQIFY,0.2354
EKMPGAGV,0.0334
BTHQZKTO,0.0204
KNETBDWE,0.0335
UCTSW7NG,0.0217
OWKKZAZB,0.7249
KX9SQ46W,0.0149
QESBZ63H,0.0144
K6X9HGJP,0.0338
VBBD7QGP,0.0321
XVCSR8TV,0.2149
EGMTEMSR,0.6459
J3VKRUZQ,0.0332
6G6SFKQG,0.2125
E4MHPUQV,0.2396
74CTEAGB,0.0331
6W3UITVK,0.674
WREKHSEK,0.0212
MDBBOPKQ,0.0788
EJQ7KZTP,0.2127
BH5QFCVC,0.0182
ZZ3SGOFN,0.0192
3JUOUPZW,0.0273
B6LWTHCB,0.0227
TTXWLJHW,0.1244
YMEF6MVJ,0.6865
PKPC5ARZ,0.0237
AMGSEASG,0.0218
6MHY4P6G,0.0146
EK2PJUBE,0.0324
EZ3DNZGH,0.0224
KUCOVPHM,0.0158
BBHGUST7,0.0181
CEZDMYSY,0.0141
HZQQVZNJ,0.1367
GNNS8YZU,0.0362
6NQMGNHO,0.034
6QGAYPMF,0.2939
KI4SGSTQ,0.0239
SUUGH8GA,0.0205
JFGWWI9E,0.6471
5O7YRADO,0.0204
A5D9H7UK,0.0211
EMCZUNH7,0.687
9WIQLVBF,0.0383
D238D24B,0.0218
HBPYCXKV,0.1317
UQC9KZNS,0.9559
JETJHBNV,0.1297
DHMTHW7O,0.0787
PYXBEFJB,0.0215
QOCOTEAH,0.0961
43VMALWV,0.0222
DS9PHJ8A,0.4998
YQUDRLME,0.7159
MHEGQ5SY,0.2309
AJXDGSCL,0.135
JZRYNEQO,0.0164
BOBH7TQS,0.0336
E5MG6ZBG,0.0198
VXFHWYYX,0.0139
8YG5ZCZS,0.6783
PPM99USK,0.0233
KKVAHBNR,0.726
W8SJIJXG,0.2222
WWPZVDNF,0.6771
SHCIGTZR,0.0341
EZJDCDGV,0.0201
JPFXBE6J,0.0326
GGKGKS8R,0.0323
F49PNXVD,0.0383
E9SPJV9E,0.0231
RSXMDJTP,0.0177
AVVE2DGY,0.9537
BHADFDNC,0.0479
JYTAVCYC,0.0156
BGURZYGU,0.1145
VFAXOSIM,0.1265
CJ4DVH9J,0.137
EDW8VFHD,0.0342
LXKZTHJH,0.1441
PJRGNN2X,0.9503
DQHKUONV,0.0416
CKXFV2U3,0.2509
YQVWTUST,0.0558
BUGPIFWK,0.0346
CL3BJOHV,0.227
4TF3GY63,0.02
3ALIVY3L,0.7253
BHTUCMKT,0.7241
CLD5QI95,0.0205
7ZUDQS95,0.018
F8LHVZME,0.1474
B6D4F26G,0.491
AE7VHF7H,0.0349
CGY2CWBR,0.0278
DYBVMMTH,0.021
YT9TYRZH,0.0159
WBPUWIQ3,0.0432
KUBWDUMS,0.1063
QSXDGFKM,0.0347
5KM5BHNY,0.0243
H5GK4VTT,0.0393
D6HGANBW,0.7189
RS7BXNY7,0.0364
3BEW8NV3,0.038
6CUTRVNX,0.0321
MNYZ7Y4P,0.1166
6CVKZK3R,0.1057
HDYF3H7H,0.1377
JBYUTAZ5,0.1402
KD8JHJ9U,0.023
YVKSAXVN,0.0273
EOQA92JH,0.0226
2VXHLPZD,0.0317
ABVRVLYD,0.0332
5BSAKHXW,0.6594
CCOENXSZ,0.1271
WUPJPP9O,0.7728
JUH83ENT,0.2468
5NYBGWCQ,0.2175
4BD2L9IZ,0.7388
KZA9VOYS,0.062
DT57NJAR,0.0202
HNQVAXXX,0.9436
JEQMGRQS,0.4606
QGSAVCYH,0.0397
4WTHIBV4,0.0205
M9ZRRP9G,0.0218
BUYPYWGP,0.0397
KG2DU3LC,0.0199
A3ADTJWZ,0.0436
LFPHFVBY,0.9179
CZU7GZJX,0.6472
TQ7Q3KA3,0.6279
OESHV3SV,0.1208
KFXR2SFP,0.034
ANPRFMCP,0.0555
W5UOYSBL,0.6373
WSRUJAZW,0.1244
F2JZK4VZ,0.1575
NETIZCWJ,0.0969
EO9XOEFH,0.0231
A24QX7MP,0.0211
WA2DY2JQ,0.1246
ACHUFXZU,0.0335
ESHGPPCN,0.9409
6VAN3N87,0.1374
TSUTAMTJ,0.0282
KHWH4FMJ,0.035
4DTHBYMX,0.0382
PRVCGIJC,0.7183
OEJC5YCH,0.0442
4FYTJE88,0.7268
8SX9Z782,0.7136
FPRW2QZS,0.1075
FFOPO6TF,0.0395
4FZETZER,0.682
Q4QKY7ZT,0.0378
ESY5SPIR,0.0346
MHJ5JZJ5,0.0297
VKNXHSZZ,0.0487
K8VHUXZ4,0.015
PSFL2UX5,0.647
BBBSKANI,0.0332
R6JSFDRT,0.0198
RGEKUPXX,0.7645
8DA5VU8W,0.212
AYUIFLZ5,0.1966
JEMUTYTZ,0.0358
TB7LRAKB,0.0289
AW5QC6KY,0.0189
6GRLP2SM,0.6927
J3BZBE8U,0.0251
8KBPPBW5,0.1103
F4PNGTWR,0.0337
7IMSCHLN,0.9476
CUMRUUAA,0.1344
HEZUMJSE,0.0802
KQUGHFPH,0.0214
EMRTI74M,0.145
PQKMH6GL,0.7296
MGG4Q9G6,0.6786
FVNVNQRJ,0.0224
4LNTCAJZ,0.3107
5ERRB5GC,0.021
2XBSNQK7,0.1041
P62TJKB8,0.0208
ZPZLJ547,0.0751
T6EBW92V,0.0323
5EQNYIQY,0.6606
KW9SMWZW,0.1482
YHOQVBU4,0.0419
MORXFBFF,0.0217
LKYJGISX,0.7232
FC599DLH,0.0213
ZKBS5PM4,0.0928
H73FOILF,0.0349
LU9BBFXH,0.0347
YFRYVTSC,0.0345
NQTNT9MF,0.0382
GMF5KVPR,0.1109
NVVZ5TNV,0.0444
ZZSFACC5,0.0232
FWF5ZAD2,0.0182
6VZD9NER,0.0267
HPZ6GCW5,0.0348
ZICPPCJU,0.0322
3PCEFLEB,0.0267
5WCBHD6W,0.0194
PKJ3GTNY,0.0322
MPUWYIUY,0.0219
CKU46D5P,0.0291
MEDC9WC4,0.0752
9PAHKD4D,0.1318
CLBWEPKR,0.1338
4XMCELUA,0.0381
HDWUVWF4,0.0212
6S85D5NX,0.0204
ZUUEEMBX,0.6734
MEVZWPXD,0.1677
JKYQKWIR,0.0474
UGHVAQ6P,0.0207
XYRNOCQO,0.1191
4Z82F4XY,0.6366
CPTVSLPB,0.1301
BNYYEWKK,0.7229
FR4HF72L,0.0364
7F3B5LQK,0.0233
J39BPM4N,0.46
MZTPW3NH,0.0233
JU82FWPZ,0.125
JKMDXX4F,0.0224
PTWW7HWK,0.0149
LCZ4ODYY,0.0396
VBHDSQPN,0.1252
VLAXSQQH,0.0851
LGBZE8HK,0.5581
AVSRCJZF,0.0362
UNMHEXQH,0.6884
WXNY4YMS,0.0364
4UDPMHVR,0.0365
AHVX2QRD,0.6712
GODUTKRH,0.0435
F4IXAZXF,0.1191
GXZBXPEN,0.124
RVMCYDG4,0.038
ANIVKXIE,0.2046
2XVEQNAD,0.1147
DKSVECRH,0.0219
UVJITDP8,0.1951
M7TCEPVV,0.0538
PZZKAORY,0.1294
8TAGKEYH,0.0139
DPNASITO,0.6586
IPDNNPSC,0.022
NSD9JVO3,0.263
6JNC4NUX,0.0418
RNWPFTT8,0.6778
G7H9TGND,0.2358
KNDR493N,0.0227
MGIQVCTL,0.0336
HSLSFAEJ,0.3092
8D2TXCSZ,0.0287
MNZBYYNX,0.2097
CVJWTYG7,0.7924
5F3OXGCL,0.0213
5NPEZGJJ,0.1942
T5QEXMCT,0.0367
YHCZTZMB,0.0354
O4LPCU8E,0.1199
B4PKHX76,0.2163
YVRMKIAB,0.021
HKZ9AQQH,0.0221
KVAESOL7,0.0219
NQCYAXTP,0.0217
PYXYIXYH,0.754
J3WXJVU6,0.7119
HER84KD3,0.0284
XMYN8FQF,0.7165
RM5TJXRQ,0.0195
GUKZEWR7,0.1827
M37JSW5V,0.5959
D4WDCVO7,0.309
2IVBU3R7,0.0493
ZQV5R694,0.2161
HFFZMOCJ,0.0199
XGIRNO2G,0.0195
GUPYKLQX,0.0362
87TYW9XM,0.0146
SVLUN5EZ,0.0224
ACULCQHP,0.0199
SUN9DET2,0.0222
4KSYNBKM,0.1286
SGA48HBE,0.0211
BQT9YLVW,0.0225
C3M4F3TX,0.0219
QIJKC2H8,0.7292
DCTNCMNN,0.0581
Y993XTGN,0.0276
BTSBPR9Q,0.0173
B2WJHNTR,0.0605
DGNE8RWQ,0.033
KFCCFSFS,0.02
IFC6ZNCH,0.065
ITSE5CMD,0.0387
B2NE8QJC,0.066
CVVDSDWA,0.1003
GTCGLBFU,0.0218
FKEVDOXH,0.0198
IIRPOC7Q,0.0207
J8HHBW8T,0.0222
J7YE4DSC,0.1518
AWM5LJJ8,0.0347
EEDV4TMJ,0.0218
HSEES4JS,0.0342
NHLS2Q49,0.034
CNGEEET7,0.0311
BNYKNKRQ,0.0482
HJZDWYCZ,0.7225
6AKHGARL,0.027
CQSQ8QJC,0.0402
GKNFVLVE,0.1758
DTMJSBJN,0.0408
5VURURIW,0.0364
M4WRSIBY,0.7203
KDBJGZJG,0.1881
7TVPBLYB,0.0188
Q6AEFGQS,0.2373
SJRQVQHT,0.6043
WZN9P9GQ,0.0275
9YBFERVC,0.033
FKW5GLHP,0.1333
MHNDEYGE,0.1078
KZGUHABU,0.6105
2WXHQKYE,0.0205
F6PE8ARY,0.0221
GCTREVFD,0.044
9JEQJGYB,0.0484
ZBD543R5,0.1301
ADESNBUQ,0.6224
LRUQ6VTS,0.0275
JBQXQWAN,0.029
MQFJZ2JY,0.018
78VHCWV5,0.7333
QQNBRFHA,0.0226
BIATPZZU,0.1292
8MWKPNHP,0.0421
IYNC8OSR,0.13
9MDSQQQV,0.6946
LCVCXHDX,0.0419
MJAPZMWL,0.0313
JR5KHFHB,0.1294
ESDJQPV3,0.0146
FMWK9VBX,0.3066
BFQGYKAJ,0.5519
89ZLZXMZ,0.0347
KFHWP9DN,0.0232
JLBHAMBO,0.1263
7TGOXKC3,0.0159
WUCWG3AX,0.135
6M5GHBAC,0.0216
ZFUZW6TF,0.0209
BVKU57MG,0.0314
NDTSJ48D,0.0905
NU9UZ5FL,0.0228
WC9FUDXK,0.6987
7PWPXWHH,0.0146
MMJNHH8I,0.1272
RZYNXH2T,0.4669
GUPYLPFT,0.1555
EECZTFIB,0.1308
YC7A3S7T,0.6731
4ZHWBTPC,0.0206
KMWBLZE7,0.032
C5MOG64N,0.0158
HF5YLTRU,0.6677
SQQM4UEU,0.029
WXAHUUEB,0.0164
M6QPRPWN,0.6653
BUFBETHE,0.0205
W2QYFRDD,0.7048
CYQHJCFK,0.0877
EYVBRAEM,0.0328
HZNUWDHP,0.2553
JKNUMNAN,0.2147
H38IAII9,0.0363
NHQN6AAK,0.0187
CENJVDE7,0.0364
DCPM9D5Z,0.0156
DJGWV6AX,0.0392
TFYSZZXY,0.0326
CC3TMWWS,0.0194
TZREX2EJ,0.0323
KCW39BYA,0.0365
6EU3XUFX,0.0197
EM5O2CWW,0.0326
TAXSEMTH,0.0212
AVPCMZXG,0.6577
BOMFETPH,0.0511
Q4TXMTDG,0.0272
7ZKVCJST,0.0336
6PPSHSZW,0.0383
FIKCDJLV,0.015
JUNRC4SB,0.681
ITKDFOBU,0.6689
N4BD576V,0.0197
5HPYSVU7,0.0347
NFEB2DIZ,0.0255
4LWCK9JR,0.0221
5WZG2QRP,0.0148
PEMPDU9P,0.0312
BM92FHUQ,0.0993
2Y94Q4BR,0.0418
JT9BUBAJ,0.0401
D8KRSUCK,0.0383
XZ4HNWUO,0.0325
7HSIAYQ6,0.0164
NC4YWXVH,0.0268
BAYE6NNW,0.0205
GMDZMN3U,0.0316
FCVTKBFF,0.0258
CGD87JRE,0.0376
CFYBYU5S,0.0145
MF3LANCB,0.6935
KMGMUNSP,0.0361
XHP3DDKM,0.0301
BQGSCPS4,0.0329
8AF7RITF,0.0193
MJSFSXHC,0.0471
WEYZLY2D,0.0377
4QF9Y8BV,0.1478
IZDH4XQ3,0.0271
UZCBWY3Q,0.0213
BABPR3ZR,0.0197
PWEEKGSP,0.0297
CJFL3NMO,0.4856
CNE7R9SO,0.1167
ZVN73SVV,0.0366
MWRJ6MRQ,0.1302
ED692D85,0.015
SKG8ATOM,0.1159
MTYRSJH4,0.714
W8TNPXXS,0.0887
TDAYU6VZ,0.0337
5RRKPNLU,0.0342
ZNNZWTZV,0.0452
RVTHN9EW,0.171
F2AOBANP,0.1401
E29W7ZMO,0.0182
MYPQF7XV,0.0211
KSED9IBW,0.0198
LLB8H3IQ,0.0391
AKYEPKES,0.058
BLDC93CI,0.0354
FOEL8MTN,0.0263
DKYMM4TZ,0.0178
NTRLOJZ2,0.0209
ZGZZ4FTC,0.0213
3NYJ3LYN,0.0431
RCRUCVX5,0.0724
ANGVF6PN,0.0347
T2X4F3XZ,0.0338
2JZIL9ZD,0.0236
JZDGONUN,0.7106
DU5ES5JP,0.2068
MCOVGIDP,0.0348
K4AJSXVL,0.0209
3DHU8YTK,0.0371
GNDDCXJK,0.0216
4GWZGGSS,0.0334
NCRHJSQE,0.7355
ZI2CATVX,0.0335
JBXZFFTY,0.0332
52FWPM5P,0.0359
TT3UTPUH,0.0221
4BWSSSBV,0.0219
CTM4QJRO,0.0409
A8GOLO27,0.717
K4EUC6MH,0.0201
ZXPBAWT3,0.6755
UH5V3YZU,0.0232
KKQZQWA3,0.0202
GK5FEZTX,0.0362
E9FPFZ7M,0.0199
3UWZ9QJC,0.0206
KC3F3YFB,0.8082
73KD8UEJ,0.0492
CEFXGGR5,0.7546
OUKHCMPQ,0.0224
HMGHVPQD,0.2132
KW32VABF,0.1307
HQHAE5TZ,0.656
PZURSUPS,0.1139
W2EPKJ9P,0.0253
MWRPSYVI,0.0347
WDKQRYTZ,0.2244
DB7VAGOE,0.0293
XPVYNHPJ,0.0212
LMM5UXXM,0.0181
J4YEHGFC,0.0192
SNPMT6DD,0.0324
TQKEUO6S,0.0139
EMEH9GZX,0.0318
CDBWUWLE,0.1963
N58KH9XQ,0.0926
JDXOV8TK,0.0346
UPRNHQVB,0.02
E9HD8ECF,0.6136
ABZN2RWX,0.0202
SA5WAHDG,0.0222
J7Z7O7XH,0.586
7GXBWKU7,0.0347
HEFVXMVG,0.0346
D2NUBM9R,0.0205
AQRKAJV7,0.0229
M4EEKCUA,0.0209
Y7TWJUAM,0.2323
C93CQ7NS,0.0745
H8E6UA2R,0.0216
M2XHGWT4,0.262
WEGRJELA,0.0322
SGL3BDMB,0.0404
7QXEHNNT,0.2078
KNNGT6PU,0.0188
3FUWGEHR,0.6991
9JETHAJA,0.0223
4F6MPJK8,0.0192
AXHNEMQT,0.0241
ARFVYAHW,0.0206
6UKPHFBC,0.1277
F4CHZUSE,0.0363
AQ7PSWH6,0.0278
TECIMEXM,0.0162
ZTNZK8WZ,0.1302
6KD4J9UK,0.0198
UNQMEVNV,0.0384
QZ9GUQ8G,0.0315
UXWGESCC,0.0337
VY3CMMHA,0.1166
MRDNXAFH,0.0343
APESQTU6,0.0236
HQ48IDCR,0.0202
M9BZHU8A,0.0719
VYJYVQFV,0.0227
I6FVKH94,0.0344
DLAEYT5Y,0.0151
CWU8UWRS,0.249
8A4RAGCW,0.015
XU6CSOES,0.2227
EAMNJ3FH,0.0255
N6KFFQNH,0.0339
FK3GV2SR,0.0336
6MERXFV3,0.038
XZSRZRWJ,0.035
RYOX2QAA,0.2314
ADEY85HV,0.7081
87XCIAGE,0.0347
8JYBUTY2,0.1366
Z7FRAQPL,0.0276
BVCCVA5W,0.6999
8BBY4YVU,0.0351
V9GHL47S,0.0149
KKATMCVP,0.0915
9H8TDMQX,0.0217
BGZYYRUN,0.6156
HR42ZXPN,0.7553
UUYKQTXP,0.022
FCAZAJMX,0.4523
MJAHBF7K,0.0199
KBTMVC5E,0.0174
SGN5HRGX,0.1264
FBW93JTB,0.0244
TP7T5RY4,0.0358
SLAXOAEQ,0.0279
DOFLJKXB,0.0569
83AX6UJB,0.0322
IAAHKHT8,0.032
LINL8RCY,0.0411
3ARU2VSB,0.0371
IVVEKB2J,0.1333
EE8ZOHCG,0.0401
FRFQ3TDV,0.0416
CSRGDVDO,0.0328
3ZR4UPGF,0.7211
LJXLCEAF,0.0334
ZC6DJUD2,0.0347
JJRAQJUZ,0.0332
AQNEPPA2,0.2028
JXIIKHL4,0.0332
ASYYCUMP,0.0214
8BVBQWT6,0.2289
FSGKMWZ6,0.0337
94GYOCBM,0.1151
FLJMFDFE,0.0716
SENZZ3BJ,0.0211
JUZJ7HSB,0.74
GP5N6MGH,0.0201
HGCJ9NS6,0.0145
3W7RRE7H,0.9614
ARRB3AZY,0.0368
UZBF7F8L,0.0258
YLR6CEBU,0.1226
ICUJR7AZ,0.0211
HWEPZQKN,0.1265
EGYKCXNT,0.699
KROX9HN9,0.1672
HHFCCKEJ,0.0264
CSVIRC2Y,0.0233
LFLTUSSK,0.9619
KV5QYHRX,0.6541
BWMMFBBC,0.1357
DQUVS8PB,0.0145
KNHBTZZ9,0.0211
8WAMZPKF,0.4642
ZJPXFBUQ,0.0232
Z2UXXTBU,0.2497
G9NNUFCE,0.0552
PANB6ZKY,0.0211
I79R6YQI,0.0186
DBO4NN2G,0.7747
6HRQ4UI8,0.1178
FMV63VGS,0.1612
N3HPQO6T,0.0973
UIMZNYRD,0.0438
JZA3AGQ7,0.1171
NOPSCNGH,0.0376
R9ZWZQKB,0.7108
XKZNNDA2,0.0186
7Q2GTP5Q,0.014
REQWY7RJ,0.028
5QNMHV4T,0.1623
NZXA2YZM,0.2243
BZ7DNFBZ,0.3489
VXHDHASJ,0.7592
76VPUWAX,0.0384
NNJATOCB,0.1215
7ADKEEBK,0.0475
8CPVNDNZ,0.8758
JSQZJTME,0.0283
3QR9RPND,0.0235
DKUEYCAP,0.0228
TH9QVQUA,0.3028
S2SXXYAV,0.0218
CGMF9XOX,0.7098
8EVWJAZH,0.1088
WRBSMCBH,0.0211
YXBKWHAS,0.0335
BAHI4IHP,0.0405
MLZFBWVK,0.0327
QVBCXFCJ,0.0212
IY69K4XX,0.6426
Q8NWBKXM,0.036
NVQCQ2ZR,0.038
UJNTVDZ2,0.8894
YBKMVZAP,0.0147
3ACC9TIO,0.0384
OHPVTIRE,0.1361
HUH3SMG3,0.019
AMS48PRZ,0.0214
HFT2KXS5,0.0319
JK8VZ7PQ,0.0233
JFFRWHGD,0.0203
2JGSRBOU,0.0289
YPAKT4TS,0.1061
NKMDNE25,0.0141
ZZTSIYJN,0.8022
DQ2NVWQT,0.1519
2VCZR5ZM,0.0312
CNWQDTAP,0.0241
